Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,15239278100.3502,18327764882.4412,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,108108009000,99291124000,106165866000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,42978914311.3504,99838543960.0763,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,235733695652.174,249712999437.254,303080865603.645,365252651278.852,404142766093.053
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,4817542204,11784927700,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26896660000,24638720000,28736940000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,112119406.548331,1045998496.43872,22388345810.2466,21948835350.3425,21765454404.421,13185496836.4124,11240809132.4145,12200912828.3695,13097011208.4602,11364134108.6175,10099157269.8025,12269392788.7402
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,..,706370815.584416,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,..,5686579747.53524,23019150071.1867,25115753366.1114,26634083965.0987,22890762090.1508,24072829276.7744,26924385103.0659,30489500904.8564,31045591753.4901,30650285471.7215,36262924353.6041
GDP (current US$),NY.GDP.MKTP.CD,Eswatini,SWZ,1114703088.1614,1738100853.05052,4886533032.88672,4597532029.70451,4422968339.67584,4063245671.29285,3816022046.82656,4402969225.92165,4666784617.59585,4466066557.37957,3984840580.40634,4941373182.08261
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,12175166763.285,8242392103.68061,43310721414.0829,47648211133.2183,55612228233.5179,64589334978.8013,74296618481.0882,81770791970.982,84269348327.3454,95912590628.1412,107657734392.446,111271112329.975
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,..,1068278259.57863,2414380664.65257,2677296440.7172,2901131403.11804,2561824640.6754,2804863556.01111,2969876872.28339,3180074747.41076,3268839775.69197,3240759988.99453,..
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,1337024782.22702,1678239218.26553,3972012570.53467,4190143206.25611,4856963229.83999,4682546863.08162,4930204229.72263,5353404422.08138,5581371850.14851,5496264765.78411,4574413823.31243,4592118709.55279
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,141438345513.917,126019543413.334,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275715087494.902,268508200125.49,271836962949.417,299155237589.142
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,1269179616913.63,1365639660792.16,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,2630317731455.26,2937472757953.44
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,3181206210.85118,3453920574.91815,..,..,..,5325848045.4324,5497037292.63831,5833351477.8985,6135117589.07754,6008055247.77908,5669368717.20724,..
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,5952293765.94088,5080483463.99928,17170465294.0332,17595745653.3676,18203968001.8908,14383107714.0388,14023890620.3384,14929488770.7315,16867325126.5423,16874405839.7948,15316824039.3269,18269350433.7992
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,317083373.524559,782915402.421095,1415006238.09509,1375608956.10386,1229460601.92174,1378176868.31568,1484579844.37143,1504909753.28746,1670670668.5939,1813608279.65044,1830412999.95922,2078070683.54686
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,7753501867.76095,3057475335.18846,16488403076.3641,17189551520.9811,17627003454.7205,14953950557.4406,15141758566.7808,16242916915.7203,17596922469.9152,17470436258.5131,15842922532.7202,18700241392.1575
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,1771671206875.68,1947981991011.77,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3977289455388.23,3888326788627.44,3846413928653.71,4223116205968.92
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,5889174825.487,4983024408.14828,41270954737.2459,62823043706.4702,54782847752.5375,49406568432.6711,56165172898.8695,60406382898.5174,67299280679.563,68337537815.7703,70043199813.6885,77594279054.8795
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,97891092003.4394,130457756628.436,242029307133.408,238907690051.13,235458133124.608,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205144152830.847,188835201625.91,216240589485.256
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,1018970364.86443,1068030829.75591,2609667673.71601,2684952726.88425,2842048997.77283,2499115623.00272,2707146783.13056,2851610655.92391,3055791340.7025,2994332323.74726,3075968328.69677,..
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,278098762.962963,520044370.37037,799882259.259259,842620111.111111,911497407.407407,997007925.925926,1061640740.74074,1125685185.18519,1166523555.55556,1213485185.18519,1043411111.11111,1122083185.18519
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,..,..,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6060000000,6364000000,5844000000,..
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,7650125217.35253,19288827158.9035,49593961141.7484,52996540703.5943,57852399963.7878,62186186575.7433,66053725049.0138,71654134378.5299,73208583758.9105,77020015201.3201,77604632620.6473,85986321551.2388
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,2666750685.8495,2995361140.63217,7638045254.42864,8376613843.27265,8778473614.54728,8794202443.67366,8595955581.21787,10324668266.5921,11857030336.5252,13442861443.7506,14169626010.1229,15850520383.9941
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,243961995.512687,371095510.047761,989271229.637162,1046087417.96916,1054915645.19654,1048229629.42039,1179004941.22904,1350177127.5523,1504630120.99275,1439638443.38133,1431758242.90375,1638517533.16504
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,396582263.291139,712667896.727512,4063089191.87525,4167800259.20888,4127659492.02031,4279840193.7046,4482697336.56174,4748174334.14044,4787636237.24043,5173760191.84652,5471256594.72422,7409179920.86331
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,3096289800,6813577558.17628,13708926466.2732,14902474090.615,15139264670.4225,14833154471.7456,13987693738.923,15035560372.6443,16455034352.7671,14785839382.9002,14508218017.4032,20944392615.0803
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,4923009551.55642,7186650135.43927,18528601901.324,18499710127.8385,19756494434.7031,20979767785.2104,21717622071.3816,23136232229.6069,24067778953.842,25089976946.7736,23827840809.7014,28488668301.6401
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,76928290841.8701,171668164082.555,262629441493.476,275696879834.966,291459356985.337,309383627028.561,320858250776.188,341273289534.466,361731070995.726,363052489184.395,344881400505.337,368139247671.487
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,..,47218405892.4258,128857370476.631,135732595721.853,141078984816.675,125210324613.14,128636108315.474,143136245596.988,160586833778.457,163526491433.29,156743134665.959,182280517581.212
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,6468736355.55678,9025660361.75842,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26267063757.5495,24857740445.0401,21718075725.2054,25458933915.8742
GDP (current US$),NY.GDP.MKTP.CD,India,IND,320979026420.035,468394937262.37,1827637859135.7,1856722121394.53,2039127446298.55,2103587813812.75,2294797980509.01,2651472946374.91,2702929718960.46,2831552222519.99,2667687951796.56,3173397590816.91
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,106140727356.675,165021012077.81,917869910105.749,912524136718.018,890814755233.225,860854235065.079,931877364177.742,1015618742565.81,1042271531011.99,1119099868265.25,1058688935454.78,1186092991320.04
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,124813263926.225,109591707802.216,644035510447.901,492775565649.562,460382791826.34,408212918053.939,457954614142.539,486630146443.617,330991589888.991,291362916336.415,231547571240.469,..
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,180408064516.129,48364250943.9051,218002481737.691,234637675128.645,228415656174.957,166774109673.732,166602488747.885,187217660050.676,227367469034.031,233636097800.338,184369797315.436,207889333724.138
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,49305632408.4929,100207610429.909,225496810956.67,238279269750.987,258969649063.72,291580037584.33,298928152644.686,335430829594.026,385041711506.234,399122063504.148,425888950992.003,498559576714.721
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,..,1563667799.61578,6690725118.48341,7000748788.49461,7708834951.45631,7085288006.11154,6846691871.45558,6979581724.58172,7491969312.87525,7315388052.08067,..,..
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,..,132455662080.298,258417104163.53,294167366504.266,310944937638.436,300078278118.434,319024417316.889,355277223507.485,373641241440.789,397934596952.56,407100736594.064,481591266133.409
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,1181222653522.95,1146676894209.73,2086957656821.6,2141924094298.56,2162009615996.54,1836637711060.55,1877071687633.78,1961796197354.36,2091932426266.98,2011285742552.15,1892574064222.11,2099880198258.88
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,4592224067.37194,9005064474.93003,14807086889.2099,14264202737.3082,13899228824.2161,14188935947.5694,14077109396.8584,14808989993.3185,15730793852.7913,15830768549.8916,13812425036.5864,13638230995.679
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,3132817652848.04,4968359075956.59,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5037835383110.97,5123318151510.62,5040107754084.11,4937421880461.55
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,4160003917.43258,8460424400.56418,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41408960845.0704,42932112676.0563,44502895915.493,43697659295.7747,45243661971.831
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,26932729102.7371,18291994909.0044,207998568865.789,236634552078.102,221415572819.5,184388432148.715,137278320084.171,166805800595.704,179339994859.384,181667190075.541,171082379532.988,190814274226.211
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,8572359162.74408,12705357103.0056,56396706005.9435,61671425370.0235,68285768554.472,70120413328.7838,74815121314.9381,82035800868.187,92202956320.532,100379713697.421,100666542665.72,110347079517.356
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,39809538.6776989,67254174.3970315,189630114.855587,184550740.142316,177862310.350122,170291001.98321,178509814.059419,188192060.085837,196230573.819486,177935349.322211,180911843.644622,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,283367525714.932,576178114168.494,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1651422932447.77,1637895802792.9,1798533915091.14
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,..,..,6163785172.81254,6735731172.79851,7074657898.23303,6295820481.52668,6682832632.27806,7180813375.50836,7878508502.59802,7899879086.43081,7716925356.12536,9007159195.74216
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,18427777777.7778,37712842242.5033,174070382279.385,174161142454.161,162631412508.784,114567298105.683,109419728566.7,120707435542.367,138182400493.585,136196760180.976,105960225688.145,..
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,2675000000,1369688498.06778,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836,8271108638.39931,8871026074.19762,7780874536.66054,8543423502.6134
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,865559856.1639,1731198022.45494,10192848926.2582,11983252611.2727,13279248478.8161,14426381187.0894,15912495368.8717,17071162084.4067,18141651381.3884,18740559554.1632,18981800705.0794,18827148530.0151
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,..,7958852838.93395,28169902669.3784,30204783461.8488,31386896487.0407,27263090547.0617,28083597512.4841,30483806017.8318,34429023435.0211,34308783825.3019,33645460617.239,38872546228.5653
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,2838485353.96187,17260364842.4544,44016799515.8209,46880103080.6634,48095213746.4677,49929337837.0813,51147308773.9304,53027680685.8375,54901519155.6219,51605959131.3385,25948915861.1985,18076624840.1841
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,596415104.549144,887295267.875155,2477702252.80078,2367113170.00373,2441053175.70743,2359759799.04224,2114020380.41651,2306185361.14628,2514146887.91664,2451257578.69383,2250717718.46577,2518468891.03913
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,..,874000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3039982540,3486741370
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,28901836158.1921,38270206950.41,92538004279.9398,75350633010.9303,57372445771.7699,48717854039.9653,49910960874.5685,67158415841.5842,76684175824.1758,69252306372.0232,52320215472.0934,41879579677.1747
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,1421466239.56234,2483953102.79488,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6237264055.20601,6474256118.61481,6692504346.04765,6427248943.44939,..,..
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,..,11524776866.6379,42927454291.478,46523420074.4372,48533659592.1728,41435533340.3883,43047309305.7363,47758736931.7801,53750911865.687,54697379017.3332,56546957475.4912,65503849704.5997
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,12778792853.6939,21230182989.3036,59776383527.3602,65203276466.9763,68804811897.6445,60071584216.1375,62216885435.9488,65712180342.9836,71285019397.4133,70195715495.5136,73353132793.7076,86710803337.0994
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,3246477995.26244,6774193548.3871,43189526777.5567,51536304807.6803,54903031137.7096,45047964934.2517,45070605746.0194,50440941938.6992,55284360483.1217,55204758069.5124,25586111076.3415,29905190181.75
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,3931334870.67235,4629247090.97816,11578974887.9562,12423555269.3893,12522957228.1764,11323020828.5758,11848613735.1933,13176313593.5509,13614412550.8812,14191911512.0465,13225591803.6232,14637400395.689
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,1880771556.30474,1743506531.32652,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,8943543677.18899,9880676218.82611,11025370768.8135,12172128469.5737,12626718073.7439
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,44024178343.0071,93789736842.1053,314443149443.149,323277158906.979,338061963396.376,301354803994.367,301255380276.258,319112136545.438,358791513221.482,365276379480.99,337006023789.699,372701358820.264
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,215043969.849246,624337145.284622,2886170571.69634,3295011381.75405,3697351596.83753,4109424799.72407,4379136461.83077,4754175869.24027,5300962659.51088,5607762625.14627,3742769967.42798,4889666931.63855
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,2681912149.14767,2961484953.73364,12442035328.035,13242690790.0557,14364937127.7002,13104764378.7114,14026048334.2131,15365713059.1057,17070867577.6666,17280250805.2245,17465392779.0366,19143741503.1482
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,2547163582.33149,4069515579.07114,9462238211.48657,10551661176.7831,11626281387.0068,11091434483.5238,11668286794.8616,13505056441.5193,15301279478.2071,15719500920.5362,14917038504.285,17189730469.5554
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,78476000,115347500,180436300,184840400,182142800,183814300,201510900,213204100,221588900,239462200,244462400,248665600
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1506914407.82047,1779523344.34106,6728208836.22143,7223071177.15856,6592537781.81518,6166863960.00061,6398747531.60142,6800135961.61412,7352533585.59316,7889655284.47161,7915985513.70246,8227580740.49889
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,2653480001.34558,4663313620.01707,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14181951058.5129,14045808843.221,10926820603.402,11156657769.6974
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,261253582805.945,707906744574.644,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222408203104.3,1269404276770.7,1087117783073.31,1293037866360.17
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,147200000,233271800,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412479413.362129,407515927.98229,404178049.753978
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,..,1288429391.79951,8709138764.75916,9496717702.44839,9510198961.57287,7745241912.94722,8071469355.2527,9669741744.22001,11457443185.0542,11971345002.7757,11859730543.5525,13679221333.2052
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,2481316053.96507,2647885848.5351,5743029680.07195,6555983530.34932,7069616048.89066,6261622101.40908,6472990923.1791,6431314957.07185,7194024563.06094,7383745662.15157,6816219303.25528,..
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,2560785660,1136896123.61298,12292770631.1967,12582122604.1921,12226514722.0861,11619892396.0767,11181350461.4723,11480847745.3187,13178094459.4548,14206359006.8095,13312981594.573,15098022828.6106
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,984297589.359934,4087725812.66864,4465771672.62005,4593852089.0956,4054728172.94375,4376929571.63126,4856602178.63417,5506944403.30186,5542201150.91048,4780722121.96227,5809170961.78285
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,30180108561.9305,38857251336.3448,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119870439113.662,114725065285.149,132725261467.431
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,..,5656473652.41147,16350813486.9908,16974314296.2182,17716091057.2675,15950979333.1582,11936993086.9579,13219079497.7055,14845400592.6712,15390031039.9957,14028811071.7628,16095828896.6342
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,2036373522.68939,6849321645.95623,58318677644.9492,60572257122.2962,63264892768.3726,63045305229.1046,60291736893.9397,61449392056.1488,67144725830.5753,68697759361.231,78930257227.0908,65067808984.6792
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,2789944497.97086,3922247989.85562,13042007432.4489,12043276397.1652,12435416060.2791,11335179562.0211,10721994676.6562,12895153160.466,13682062249.2236,12543203410.6928,10562637375.594,12236250784.1336
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,96927201.4848422,98491843.6441982,104654365.188653,86529661.3694983,99723394.9628767,109359680.217211,124021393.690412,118724073.809183,114626625.553023,133218896.932607
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,3627562402.66027,5494252207.90502,21703106501.9674,22162208956.1412,22731602969.9687,24360795410.6422,24524098184.648,28971589213.2184,33111525871.9538,34186190995.9565,33433670511.9364,36288830373.4106
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,318330511920.61,417479337444.707,838923319919.531,877172824534.512,892167986713.722,765572770634.375,784060430240.08,833869641687.06,914043438179.607,910194347568.626,913865395789.886,1018007056949.6
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,2529440424.29422,3420033046.95784,9659153061.35633,10151385305.7645,10635039738.6899,8738205836.7394,8724570249.74306,9173668102.13844,9846922416.14776,9438130987.37298,9435529927.2471,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,45495129385.0475,52623281956.7031,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188838342527.975,206623758800.159,211953111035.513,213434571357.984,211734532308.013,249991512236.526
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,1009455483.87097,5107329007.0922,10532006608.1447,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785909906.1925,13025239912.2751,12596636042.2321,12586941392.6347,14013022092.0645
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,3512356353.0798,2241753120.21267,9426913349.22319,10224897934.722,10862944203.5591,9683867893.68343,10398862244.9737,11185102399.5762,12808660528.0617,12916455161.1081,13741378450.136,14950949875.2729
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,54035795387.8086,69448756932.5833,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769,432293776262.398,440776971536.015
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,4699646643.10954,3772857145.0248,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683070061.4695,12606338448.547,12116981815.2261,13879269151.5718
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1182000000,..,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,119791683307.507,171247131268.604,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,404941363636.364,362198318435.26,482437019790.454
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,11685045513.6541,19507452535.7607,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,73971391417.4252,85868626527.9584
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,40010423970.4576,82017743416.2841,224383620829.57,231218567178.979,244360888750.807,270556131701.171,313629858859.587,339205615769.187,356128224957.085,320909489229.723,300306331697.668,346343170486.072
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,..,146297500,212397800,221117200,241669800,280457700,298300000,285300000,284700000,274200000,257700000,..
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,6433967000,12304115000,40429734400,45599994000,49921464400,54091713800,57907695400,62202725200,64929409200,66984427200,53977037000,63605065800
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3219730364.99623,3521339699.07407,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,24109509852.7402,24751344560.8856,24667052023.1214,26594277245.782
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,5812114523.01187,8855705139.55857,33296438306.4747,38651334287.6732,40377987208.689,36211372702.8085,36089550659.0914,38997129473.5558,40225448340.6322,37925338329.156,35432178068.1756,38986810989.0011
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,26410386669.3532,51744749133.213,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222597212925.211,228323495040.901,201705055938.653,223249497500.387
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,50508286641.5746,83669693589.1547,261920509950.555,283902728260.716,297483247101.038,306446140628.709,318626761492.867,328480867142.69,346842094175.24,376823278561.196,361751116292.541,394086419343.056
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,65977749036.9844,172219461126.067,498523568248.119,521016262734.924,542477096211.761,477811911394.084,472630364208.177,526508877305.321,587411745161.558,597280564671.563,596624355719.671,674048266397.369
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,78713860216.5659,118605192877.388,216224240577.957,226433858005.714,229901964221.884,199394066525.44,206426152308.931,221357874718.93,242313116577.967,239986922638.902,228539245045.341,249886464354.752
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,30603919000,61701800000,101564800000,102450000000,102445800000,103375500000,104336700000,103445526000,100925000000,104914600000,103138300000,..
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,7360439423.07692,17759890109.8901,186833502362.128,198727642979.297,206224598564.624,161739955577.748,151732181857.113,161099122215.307,183334953813.209,175837550996.185,144411363345.27,179570783550.549
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,38995454545.4545,37253259016.9976,170635805316.879,190801346194.297,199959363430.073,177729210874.504,188128818486.401,211695422578.655,241457403085.042,249881592298.072,249511333647.502,284087563695.798
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,516814274021.956,259710142196.943,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657329646183.62,1693113904262.89,1488321875489.74,1775799919352.98
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2550185618.14774,2067579822.43604,7650671476.94976,7815975293.67372,8234762201.03869,8539424910.07969,8690878327.95492,9252834120.39358,9642440645.81148,10356327149.4262,10184345442.1708,11070356519.4804
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,125766269.755358,258856138.707307,760549577.698957,770059564.970021,756805950.228193,788307314.850856,799493897.539886,832025556.081401,821286938.902743,852007104.660046,807147527.615094,788389971.603065
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,1005159388.24397,1604779647.95066,1678841811.66158,1673973694.69908,1419394763.11994,1468377241.53199,1528630704.92544,1655300897.49646,1616231696.0486,1544713784.67671,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,250680845.747837,300554483.611626,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339,472914469.91933,547092915.036334
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,117630271802.403,189514926213.333,735974843348.664,746647127407.619,756350347320.381,654269739552.019,644935682011.475,688586094412.68,816578674529.141,803616264791.024,703367841222.555,833541236569.315
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,7390967034.66625,6013184809.23898,17660871725.9977,18918668644.1941,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23116897847.0474,23398811423.578,24493157583.2282,27625388352.1688
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,6875845986.52121,43309252921.0567,48394239474.6762,47062206677.6539,39655958842.5478,40692643373.0327,44179055279.8887,50640650221.4622,51514222381.8428,53335016425.4148,63068134601.1254
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,368584758.942457,614879764.780006,1059496470.21959,1328089686.37137,1387577763.19196,1415998663.05391,1490226453.95653,1573428277.12074,1636310049.39694,1684228528.67297,1200634489.34841,1320053793.03903
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,649644826.800447,635874002.198748,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3719369107.34992,4085114794.22324,4076578542.56207,4063289449.58795,4200380124.32911
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,36144336768.7023,96074477958.2367,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318832428519.725,343193352161.634,376998146500.593,375472731271.075,345295933898.674,396986899888.351
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..,..,985865921.787709,1022905027.93296,1245251396.64804,1253072625.69832,1263687150.83799,1191620111.73184,1185474860.3352,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,12747380650.0762,29242558796.5507,94253181330.3891,98569320342.5842,101089178418.029,88636928904.6449,89674927723.2422,95393515077.7472,105612792516.582,105284375640.698,105172564491.569,114870706410.165
